age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,native_country,income
30,Private,206051,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,>50K
36,Local-gov,114719,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
56,Self-emp-not-inc,210731,7th-8th,4,Divorced,Sales,Other-relative,Male,0,0,20,Mexico,<=50K
76,Private,124191,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
46,State-gov,247992,7th-8th,4,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
22,Private,81145,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,25,United-States,<=50K
38,Self-emp-not-inc,151322,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
35,Federal-gov,84848,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
28,Private,119545,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Male,7688,0,50,United-States,>50K
42,Self-emp-not-inc,93853,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
48,Private,316101,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
35,Private,301862,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
41,Private,110562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
50,Private,196193,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,?,<=50K
23,Private,268525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
61,?,226989,Some-college,10,Married-spouse-absent,?,Not-in-family,Male,0,0,40,United-States,<=50K
19,?,194095,Some-college,10,Never-married,?,Own-child,Male,0,0,40,United-States,<=50K
51,Local-gov,117496,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,>50K
44,Private,259479,HS-grad,9,Divorced,Transport-moving,Unmarried,Male,0,0,50,United-States,<=50K
66,Local-gov,174486,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,20051,0,35,Jamaica,>50K
41,Private,111891,HS-grad,9,Separated,Machine-op-inspct,Other-relative,Female,0,0,40,United-States,<=50K
41,Private,121718,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,1848,48,United-States,>50K
68,Private,223851,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,24,United-States,<=50K
22,Private,190916,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,40,United-States,<=50K
35,Private,162358,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,United-States,>50K
62,Private,170984,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
21,?,138575,HS-grad,9,Never-married,?,Other-relative,Male,0,0,60,United-States,<=50K
27,Self-emp-not-inc,208577,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,2258,50,United-States,<=50K
62,?,266037,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,40,United-States,<=50K
41,Private,152742,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Female,3325,0,40,United-States,<=50K
37,Private,22463,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,1977,40,United-States,>50K
20,Private,162688,Assoc-voc,11,Never-married,Other-service,Own-child,Male,0,0,40,United-States,<=50K
51,Self-emp-inc,351278,Bachelors,13,Divorced,Farming-fishing,Unmarried,Male,0,0,50,United-States,<=50K
30,Federal-gov,54684,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Male,0,0,55,?,<=50K
33,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,45,United-States,<=50K
17,Private,186890,10th,6,Married-civ-spouse,Sales,Own-child,Female,0,0,30,United-States,<=50K
60,Self-emp-not-inc,235535,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,United-States,<=50K
32,Private,113364,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,>50K
25,Self-emp-inc,158751,Assoc-voc,11,Never-married,Transport-moving,Unmarried,Male,0,0,55,United-States,<=50K
44,State-gov,193524,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,40,United-States,>50K
65,Self-emp-not-inc,118474,11th,7,Married-civ-spouse,Exec-managerial,Husband,Male,9386,0,59,?,>50K
25,Private,195481,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,Male,0,0,40,United-States,<=50K
22,Private,116800,Assoc-acdm,12,Never-married,Protective-serv,Own-child,Male,0,0,60,United-States,<=50K
27,Local-gov,236472,Bachelors,13,Divorced,Prof-specialty,Other-relative,Female,0,0,40,United-States,<=50K
18,Private,155752,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,30,United-States,<=50K
30,Private,207668,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,60,Hungary,<=50K
37,Private,186934,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,3103,0,44,United-States,>50K
27,Self-emp-inc,64379,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1740,40,United-States,<=50K
19,Private,82210,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,<=50K
23,Private,528616,5th-6th,3,Married-civ-spouse,Other-service,Husband,Male,0,0,40,Mexico,<=50K
67,?,190340,11th,7,Married-civ-spouse,?,Husband,Male,0,0,40,United-States,<=50K
47,Private,211668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,United-States,>50K
36,Private,284616,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
22,State-gov,134192,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,10,United-States,<=50K
22,Private,228452,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,30,United-States,<=50K
25,Private,257910,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,United-States,<=50K
42,Federal-gov,31621,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
33,Private,122612,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Female,0,0,35,Thailand,<=50K
43,Private,122749,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,United-States,<=50K
78,Self-emp-not-inc,82815,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,3,United-States,>50K
22,Private,184756,Some-college,10,Never-married,Sales,Own-child,Female,0,0,30,United-States,<=50K
49,Self-emp-not-inc,126268,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
27,Private,113464,1st-4th,2,Never-married,Other-service,Own-child,Male,0,0,35,Dominican-Republic,<=50K
34,Self-emp-inc,177675,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,United-States,>50K
37,Local-gov,65291,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Female,0,0,40,United-States,<=50K
53,Private,117814,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,38,United-States,<=50K
50,Private,110748,Some-college,10,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,167728,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
43,State-gov,134782,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,Female,0,0,30,United-States,<=50K
33,Federal-gov,615893,Masters,14,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Nicaragua,<=50K
38,Private,234807,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,United-States,>50K
36,Private,177907,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,65,United-States,<=50K
32,Private,34104,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,55,United-States,>50K
24,Private,82777,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
48,Private,155509,Some-college,10,Never-married,Craft-repair,Not-in-family,Female,0,0,40,United-States,<=50K
43,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,65,United-States,>50K
42,Private,350387,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,15,United-States,<=50K
68,Self-emp-not-inc,69249,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,United-States,>50K
18,Private,126021,HS-grad,9,Never-married,Craft-repair,Own-child,Female,0,0,20,United-States,<=50K
56,Self-emp-not-inc,51662,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,40,United-States,<=50K
48,Federal-gov,483261,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
52,Private,208630,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,1741,38,United-States,<=50K
33,Private,108328,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,6849,0,50,United-States,<=50K
24,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,30,United-States,<=50K
38,Private,48779,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,>50K
60,Self-emp-inc,181196,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
48,Self-emp-inc,26145,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,80,United-States,<=50K
50,Self-emp-not-inc,186565,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,<=50K
21,Private,294295,HS-grad,9,Never-married,Adm-clerical,Unmarried,Male,0,0,40,United-States,<=50K
34,Private,186269,HS-grad,9,Divorced,Adm-clerical,Own-child,Male,0,0,40,United-States,<=50K
38,Federal-gov,207066,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,42,United-States,>50K
47,Private,176893,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,8614,0,44,United-States,>50K
23,Private,157951,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,United-States,<=50K
39,Private,89508,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,<=50K
37,Private,151764,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
41,Private,113491,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
48,Private,171807,Bachelors,13,Divorced,Other-service,Unmarried,Female,0,0,56,United-States,>50K
21,Private,219086,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,35,United-States,<=50K
46,State-gov,106705,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,38,United-States,<=50K
46,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,Puerto-Rico,<=50K
24,State-gov,232918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,20,United-States,<=50K
48,Private,176140,11th,7,Divorced,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
36,Private,389725,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,45,United-States,<=50K
37,Private,241805,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,30,United-States,<=50K
26,Private,459548,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,20,Mexico,<=50K
35,Self-emp-not-inc,193260,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,?,>50K
65,Self-emp-inc,66360,11th,7,Married-civ-spouse,Exec-managerial,Husband,Male,6418,0,35,United-States,>50K
19,State-gov,37332,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,20,United-States,<=50K
28,Private,269246,11th,7,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
47,Private,84726,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
50,Private,283281,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
22,?,125905,Some-college,10,Never-married,?,Own-child,Male,0,0,40,United-States,<=50K
40,Private,119493,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,40,United-States,<=50K
39,Private,346478,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,0,0,45,United-States,<=50K
31,State-gov,26401,Masters,14,Divorced,Adm-clerical,Not-in-family,Female,0,0,25,United-States,<=50K
44,Private,67065,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,Male,594,0,25,United-States,<=50K
38,Self-emp-not-inc,64875,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,0,0,50,United-States,<=50K
35,Private,102976,Masters,14,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,United-States,>50K
60,Local-gov,313852,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,25,United-States,<=50K
25,Private,109419,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
56,Self-emp-not-inc,357118,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,60,United-States,<=50K
57,Private,300104,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,84,United-States,>50K
39,Private,99270,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,Germany,>50K
42,Private,188693,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
54,?,155755,HS-grad,9,Divorced,?,Not-in-family,Female,4416,0,25,United-States,<=50K
31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,35,United-States,<=50K
30,Private,108386,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
17,Private,130795,10th,6,Never-married,Other-service,Own-child,Male,0,0,20,United-States,<=50K
20,Private,200089,5th-6th,3,Never-married,Handlers-cleaners,Unmarried,Male,0,0,30,Guatemala,<=50K
43,Self-emp-inc,247981,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,5455,0,50,United-States,<=50K
27,Self-emp-not-inc,107846,HS-grad,9,Never-married,Protective-serv,Not-in-family,Male,0,0,30,United-States,<=50K
33,Private,33117,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
39,Private,232854,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
25,Local-gov,206002,HS-grad,9,Divorced,Tech-support,Unmarried,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,361497,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
39,Local-gov,167864,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,30,United-States,<=50K
48,Self-emp-inc,213140,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
45,Local-gov,181758,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
45,Private,145637,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,48,United-States,<=50K
67,Private,397831,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,1539,40,United-States,<=50K
25,Private,192149,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
21,Private,231866,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,65,United-States,<=50K
21,Private,250647,Some-college,10,Never-married,Adm-clerical,Other-relative,Male,0,0,30,Nicaragua,<=50K
38,Private,52738,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
42,Private,183241,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,45,United-States,>50K
28,Private,123147,Some-college,10,Never-married,Tech-support,Not-in-family,Female,4865,0,40,United-States,<=50K
28,Private,176683,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,70,United-States,>50K
41,Private,323790,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Male,0,0,55,United-States,<=50K
74,?,29866,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,2,United-States,<=50K
30,Private,308812,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,60,United-States,<=50K
56,Private,195668,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,35,Cuba,>50K
32,State-gov,182556,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,1887,45,United-States,>50K
68,Local-gov,31725,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
30,Private,186346,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,United-States,<=50K
21,?,143995,Some-college,10,Never-married,?,Own-child,Male,0,0,20,United-States,<=50K
21,Local-gov,32639,Some-college,10,Never-married,Prof-specialty,Not-in-family,Male,0,0,20,United-States,<=50K
61,Private,183355,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
54,Private,123374,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,215620,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,55,United-States,>50K
40,Self-emp-inc,37869,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
48,Private,167967,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,<=50K
27,State-gov,312692,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,12,United-States,<=50K
41,Private,373469,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
17,Private,121037,12th,8,Never-married,Sales,Own-child,Female,0,0,15,United-States,<=50K
25,Private,313930,11th,7,Never-married,Craft-repair,Not-in-family,Male,0,0,40,Mexico,<=50K
31,Federal-gov,351141,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,<=50K
25,Private,450246,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
21,Private,206008,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,50,United-States,<=50K
43,Private,213844,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Female,0,0,42,United-States,>50K
58,?,158611,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,50,United-States,<=50K
45,Private,178341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,<=50K
51,Private,37237,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,80,United-States,>50K
26,Private,227489,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,?,<=50K
31,Federal-gov,108464,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,<=50K
35,Private,465507,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
41,Private,443508,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,0,0,48,Canada,>50K
57,Private,303986,5th-6th,3,Never-married,Other-service,Not-in-family,Male,0,0,40,Cuba,<=50K
45,Private,200471,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,35,United-States,<=50K
36,Private,143774,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,12,United-States,>50K
24,Private,107882,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
27,Local-gov,163862,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
44,Private,223194,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1485,40,Haiti,<=50K
55,Private,84774,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,30,United-States,<=50K
52,Private,124591,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Male,0,0,40,United-States,<=50K
38,?,94559,Bachelors,13,Married-civ-spouse,?,Wife,Female,7688,0,50,?,>50K
33,Self-emp-inc,132601,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
49,Private,170165,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Female,0,0,55,United-States,<=50K
38,Private,204756,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,United-States,<=50K
38,Private,132879,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
48,Private,186539,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
63,Private,161563,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,United-States,<=50K
42,Private,135056,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,United-States,<=50K
34,Private,160261,HS-grad,9,Never-married,Tech-support,Own-child,Male,14084,0,35,China,>50K
21,Private,247779,11th,7,Never-married,Sales,Own-child,Female,0,0,38,United-States,<=50K
42,Private,251239,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Puerto-Rico,<=50K
39,Private,225544,12th,8,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
25,Private,169323,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Female,0,0,40,United-States,<=50K
32,Private,207284,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
47,Private,85129,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
34,Private,346122,HS-grad,9,Never-married,Tech-support,Not-in-family,Male,0,0,40,United-States,<=50K
48,Private,155372,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Female,0,0,36,United-States,<=50K
28,Private,159001,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,United-States,<=50K
33,Private,23871,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Female,0,0,32,United-States,<=50K
17,?,179715,10th,6,Never-married,?,Own-child,Male,0,0,40,United-States,<=50K
66,Self-emp-not-inc,212456,HS-grad,9,Widowed,Craft-repair,Not-in-family,Male,0,0,20,United-States,<=50K
54,Self-emp-not-inc,200960,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,>50K
25,Private,201413,Some-college,10,Never-married,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
41,Self-emp-inc,299813,9th,5,Married-civ-spouse,Sales,Wife,Female,0,0,70,Dominican-Republic,<=50K
42,Self-emp-inc,187702,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,60,United-States,>50K
40,Self-emp-inc,137367,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,China,<=50K
31,Private,123273,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,109421,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
30,Private,159442,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,Ireland,<=50K
27,Private,501172,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Mexico,<=50K
55,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
24,Private,186495,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,32,United-States,<=50K
26,Private,284343,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
64,Private,182979,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
52,Private,150393,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
28,Private,119793,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Male,10520,0,50,United-States,>50K
29,Private,255949,Bachelors,13,Never-married,Sales,Unmarried,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,220978,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
29,Local-gov,375655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
22,Private,246965,Some-college,10,Never-married,Prof-specialty,Not-in-family,Male,0,0,12,United-States,<=50K
38,Local-gov,91711,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
22,?,244771,11th,7,Separated,?,Unmarried,Female,0,0,40,United-States,<=50K
32,Local-gov,199539,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,>50K
53,Private,34368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
30,Private,102821,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,Male,0,0,40,Mexico,<=50K
35,Private,265535,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,Jamaica,>50K
43,Self-emp-not-inc,277647,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,United-States,<=50K
39,Federal-gov,82622,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,45,United-States,<=50K
43,Private,172401,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,>50K
31,Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,>50K
53,Private,178356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,2407,0,99,United-States,<=50K
55,Private,132887,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,3411,0,40,Jamaica,<=50K
40,Private,316820,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,1485,40,United-States,<=50K
35,Private,89508,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,>50K
51,Private,106728,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,60,United-States,>50K
47,Private,149337,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,60,United-States,<=50K
29,Private,179565,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
36,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
48,Private,119199,Bachelors,13,Divorced,Sales,Unmarried,Female,0,0,44,United-States,<=50K
28,Private,246974,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
33,State-gov,167474,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
21,Local-gov,38771,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,<=50K
30,Private,324120,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,50,United-States,<=50K
31,Local-gov,176185,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,4064,0,40,?,<=50K
33,Private,279173,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,<=50K
67,Self-emp-inc,116517,Bachelors,13,Widowed,Other-service,Unmarried,Female,0,0,35,United-States,<=50K
51,Self-emp-not-inc,259323,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,United-States,<=50K
37,Private,218955,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,<=50K
71,Private,118876,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,14,United-States,<=50K
